name,city,address,phone,website,rating,totalRatings,latitude,longitude,googlePlaceId,googleMapsUrl,openNow,scrapedAt
Princess Motel,Ñemby,"Carlos Antonio Lopez, Ñemby 111217, Paraguay",0972 460600,,4.5,67,-25.3942661,-57.538890800000004,ChIJrfTr_zqtXZQRgPsc4qug8fM,https://maps.google.com/?cid=17578007480697158528&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:31.435Z
Motel Eros,Ñemby,"JF26+W32, Ñemby 111216, Paraguay",(021) 960 439,,3.8,391,-25.3977407,-57.53985809999999,ChIJ6YPzb2OsXZQRvi92OQO1rUQ,https://maps.google.com/?cid=4948810591003619262&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:31.536Z
Motel Q'OTRO,Ñemby,"Calle I, Ñemby 111216, Paraguay",0971 887759,,3.8,12,-25.402561,-57.542157,ChIJSaVYlKStXZQRJfWTxjzZHU0,https://maps.google.com/?cid=5556836370297910565&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:31.639Z
Motel Romance,Ñemby,"Mcal. López casi, San Antonio 111215, Paraguay",0981 307989,,3.7,294,-25.4109648,-57.54213970000001,ChIJkRLff4WsXZQRD1czN7UaTqc,https://maps.google.com/?cid=12055602618134910735&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T15:59:31.739Z
Motel Dacqua,Ñemby,"JF8G+8VH, Manuel Ortiz Guerrero, San Lorenzo 111218, Paraguay",0994 466543,,4.1,267,-25.384186699999997,-57.522778499999994,ChIJ8a-tCTesXZQRjWmZozznBuo,https://maps.google.com/?cid=16863420102364195213&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:31.840Z
Café Motel,Ñemby,"Lombardo y Accceso Sur, HFW4+PHX, Ñemby 111215, Paraguay",(021) 951 951,,4.1,292,-25.4031317,-57.5435118,ChIJcwA3YH2sXZQRnrmmGpEds1c,https://maps.google.com/?cid=6319427211185535390&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:31.941Z
Motel Parentesis,Ñemby,"JCJQ+28V, Santiago Leguizamón, Ñemby 2540, Paraguay",0982 960003,,4.2,247,-25.3698801,-57.56171690000001,ChIJMQrNivyrXZQRmIdCbg6oPI8,https://maps.google.com/?cid=10321309225959196568&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T15:59:32.043Z
Stylus motel,Ñemby,"Acceso Sur N° 8999, Ñemby 111226, Paraguay",0994 466546,,4.2,298,-25.437212799999998,-57.5362424,ChIJQaqiuaqrXZQREspguBjGpL8,https://maps.google.com/?cid=13809380166899649042&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T15:59:32.144Z
Broadway Motel,Ñemby,"JF29+M73, Ñemby 111217, Paraguay",,,3.9,75,-25.398363,-57.53184009999999,ChIJNbODaGCsXZQRjy7DHlV1_ak,https://maps.google.com/?cid=12249075569966395023&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:32.245Z
Motel Venecia,Ñemby,"motel venecia, Ñemby 111222, Paraguay",,,3.7,37,-25.400036399999998,-57.532565899999994,ChIJWVrBr2GsXZQR6CxU-BQonso,https://maps.google.com/?cid=14600151112512449768&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:32.346Z
Residencia Tropical,Ñemby,"15 de Noviembre 722, Julian Augusto Saldívar 111918, Paraguay",0986 153084,,4.2,94,-25.436421,-57.448416699999996,ChIJkf2dbkRNXJQR0S0OUmPwv9U,https://maps.google.com/?cid=15402293559999475153&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T15:59:34.519Z
Quinta Dulce Morada,Ñemby,"HGW7+XMM, Capiatá 110249, Paraguay",,,5,20,-25.407433,-57.503779200000004,ChIJNYwZ2NytXZQRpZH9CGpmpDU,https://maps.google.com/?cid=3865326985794130341&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:35.939Z
Quinta Los Lapachos,Ñemby,"Ruta Colonia Thompson - Ypane, Ypané 111811, Paraguay",0985 609549,https://www.facebook.com/quintaloslapachosdeypane/,4.7,67,-25.447188399999998,-57.527127,ChIJ2c_9jTZTXJQRKUUP9AeKXx8,https://maps.google.com/?cid=2260677304727323945&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T15:59:36.040Z
Motel solo para ti,Encarnación,"Av las americas, Frente panaderia mirian, C. Gottschalk y, N3304 Garupa, Misiones, Argentina",0376 501-7771,,4,64,-27.4640381,-55.8555205,ChIJj9G103y5V5QRBLpsHAPDbL4,https://maps.google.com/?cid=13721556582820264452&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T15:59:38.536Z
Motel Panky,Encarnación,"P54F+2M7, Arroyo Pora 070312, Paraguay",,,4.1,95,-27.294978099999998,-55.825762700000006,ChIJGWAVjy7rV5QR7eSSupx3Uyk,https://maps.google.com/?cid=2977855293650822381&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:38.638Z
Marnos Motel,Encarnación,"A. Payret 3199, N3300GZC, Av. Sta. Catalina 3372, N3300GYK Posadas, Misiones, Argentina",0376 15-442-7163,,3.7,215,-27.3787831,-55.9102645,ChIJU_VYDkG-V5QRCl3XvMOMkl0,https://maps.google.com/?cid=6742606364441795850&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:38.739Z
MOTEL CONFIDENCE,Encarnación,"km 6, Ruta 6, Encarnación 6000, Paraguay",0994 486007,,4.2,40,-27.2924074,-55.825382999999995,ChIJZxf1K97qV5QR5ftnCFqcYoY,https://maps.google.com/?cid=9683474059302009829&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T15:59:38.840Z
Habitaciones Villa Blosset,Encarnación,"C. A. Esteban Benitez 1174, N3301 Posadas, Misiones, Argentina",0376 468-2265,,3.7,99,-27.365848,-55.8863876,ChIJNfT50cu_V5QR7-wwxx5OpAo,https://maps.google.com/?cid=766823730657684719&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:38.941Z
Ullanka Residencial Encarnación,Encarnación,"Encarnación 070117, Paraguay",0982 334559,,4.1,95,-27.3358648,-55.8644082,ChIJJZdxEVyVV5QRiX8eitxyh7o,https://maps.google.com/?cid=13440837904446160777&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:39.749Z
Casa de la Y,Encarnación,"Carmen de Lara Castro 422, Encarnación 6000, Paraguay",0985 778198,http://casadelay.wix.com/casa-de-la-y,4.5,118,-27.3513175,-55.8615936,ChIJJ4u2keW_V5QRMi9b1VqKBAg,https://maps.google.com/?cid=577738774941478706&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:42.198Z
Alula,Encarnación,"Gral Aquino 1848, Encarnación 6000, Paraguay",,,4.9,76,-27.3254462,-55.8754074,ChIJo2VfRACVV5QRBGpABb1xcrs,https://maps.google.com/?cid=13506983289088403972&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:42.400Z
La Divina Glamping,Encarnación,"J5C9+XM2, Av. 9, Encarnación 070128, Paraguay",,,,0,-27.377630999999997,-55.830408999999996,ChIJd1DQGwDBV5QRV8xYJ7WCgtg,https://maps.google.com/?cid=15601175773725641815&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:45.009Z
Casa de Huéspedes La Primitiva,Encarnación,"J4MV+RGQ, Encarnación 070123, Paraguay",0985 902500,,5,7,-27.3646732,-55.855786699999996,ChIJkZ06OgC_V5QRJErg0NNA_Ic,https://maps.google.com/?cid=9798778167737993764&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:45.110Z
ALOJAMIENTO EL BOSQUE,Encarnación,"Unnamed Road, Encarnación 070304, Paraguay",0985 779290,http://anibantonio2.wixsite.com/el-bosque,4.8,93,-27.347840599999998,-55.828017599999995,ChIJNaxjchrBV5QRAB9FpnxkiLw,https://maps.google.com/?cid=13585218762491371264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False,2026-01-29T15:59:46.120Z
Villa Rally Itapua,Encarnación,"ingresando a PY01, Encarnación 6000, Paraguay",0994 348405,https://villarallyitapua.com/,4.8,4,-27.303762199999998,-55.8963038,ChIJ1eWNcNSVV5QRYrSqkiWl_aQ,https://maps.google.com/?cid=11888840172121011298&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:48.600Z
IN 1362 Molas,Mariano Roque Alonso,"Av. Dr. Felipe Molas López 1362, Asunción 1520, Paraguay",0991 830900,https://avarentals.com.py/,4.8,50,-25.268648499999998,-57.5734736,ChIJq1NcpzmnXZQREsQr9OtY0QM,https://maps.google.com/?cid=275098822683378706&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:51.488Z
Alojamiento Ecológico Carmelitas,Mariano Roque Alonso,"Av. Dr. Felipe Molas López, Asunción 001527, Paraguay",0985 917051,,5,2,-25.2770194,-57.565187900000005,ChIJD4UdGHmnXZQROnxYzISeMUQ,https://maps.google.com/?cid=4913882961639144506&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:51.588Z
Eden Motel,Pedro Juan Caballero,"Antônio Alves Corrêa, 1550-2742 - Jardim das Flores, Ponta Porã - MS, 79900-000, Brasil",(67) 99897-2179,,4.4,118,-22.5055884,-55.7466388,ChIJQ8zdg0VvYpQRZx604NajLbk,https://maps.google.com/?cid=13343501414256877159&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T15:59:55.517Z
Dallas Motel E Pousada,Pedro Juan Caballero,"R. Tuiuti, 302-398 - Vila Reno, Ponta Porã - MS, 79900-000, Brasil",,,3,57,-22.5193481,-55.721157000000005,ChIJc5FdrAVvYpQR1rQJbUCRJTY,https://maps.google.com/?cid=3901684358079689942&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T15:59:55.629Z
POUSADA DO ANDRADE,Pedro Juan Caballero,"R. João Emenelau, 565 - Jardim Primavera, Ponta Porã - MS, 79906-886, Brasil",(67) 99854-7875,,4.4,36,-22.5625412,-55.6807039,ChIJcVMsbwBtYpQRRFAiRy0Hi-Q,https://maps.google.com/?cid=16468264353458704452&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:00:00.245Z
Pousada dos viajantes,Pedro Juan Caballero,"R. Ten. Lázaro Sobreiro, 375 - Centro, Ponta Porã - MS, 79900-000, Brasil",0971 830433,,4,26,-22.559258,-55.6977505,ChIJK3ZUyQtvYpQRgggdjizkDv4,https://maps.google.com/?cid=18306820415321606274&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T16:00:00.346Z
TAVA Glamping Cerro,Itauguá,"Ruta San Bernardino - Altos, San Bernardino 031607, Paraguay",0981 336349,https://www.tavaglamping.com/tava-glamping-cerro,4.7,333,-25.2954673,-57.274170299999994,ChIJ53v6kVnLXZQRcPLhIlZvf-U,https://maps.google.com/?cid=16537058772470854256&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T16:00:04.998Z
Tava Glamping Lago,Itauguá,"Avenida del Lago Urbanizacion Cantegril San Bernardino, San Bernardino 90002, Paraguay",0981 336349,https://www.tavaglamping.com/tava-glamping-lago,4.1,141,-25.350703,-57.283362700000005,ChIJs-6o62K1XZQRmFbT34A90d4,https://maps.google.com/?cid=16055681770272806552&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:00:05.099Z
LA MALA JUNTA CABAÑAS,Itauguá,"Ruta Tobati - Atyra, Atyrá 030404, Paraguay",0985 447757,https://www.instagram.com/lamalajuntapy,4.9,15,-25.2695609,-57.165167399999994,ChIJo1ak8IPNXZQRhCyhJAmFR7Y,https://maps.google.com/?cid=13134613112565083268&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:00:05.302Z
Granja Mi Retiro,Itauguá,"Areguá 110119, Paraguay",0986 261000,http://www.granjamiretiro.com/,4.6,2846,-25.3386458,-57.4191751,ChIJQyTIHC2yXZQRNbUX1vgCE3M,https://maps.google.com/?cid=8291974606686238005&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T16:00:05.504Z
Estanzuela Lodge,Itauguá,"Ruta Aregua Patiño, Itauguá 110617, Paraguay",0983 206000,,4.4,217,-25.340695699999998,-57.3474465,ChIJYzt4v9y1XZQRfUxAIRxVNhY,https://maps.google.com/?cid=1600560296882097277&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:00:05.605Z
Vistalagosuitespy,Itauguá,"MJ4Q+75X, Itauguá 110617, Paraguay",0991 186757,,4.6,30,-25.344267799999997,-57.3620278,ChIJK8BtHa-1XZQRDhqEASb1Tbc,https://maps.google.com/?cid=13208482825730529806&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:00:05.808Z
Doña Anto Atyrá,Itauguá,"Ruta Caacupe - Atyra, Atyrá 030406, Paraguay",0981 130833,,4.6,38,-25.308800299999998,-57.1867914,ChIJV2MHZ_jNXZQRLbMNmKAj98g,https://maps.google.com/?cid=14481082299485893421&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:00:07.691Z
Patiño Lodge,Itauguá,"MJ4Q+M8C, Itauguá 110617, Paraguay",0981 231568,https://api.whatsapp.com/send?phone=595981231568&text=Hola!%20%F0%9F%91%8B%20Quisiera%20m%C3%A1s%20info%20sobre%20las%20caba%C3%B1as%20%F0%9F%98%8A,4.8,4,-25.343372199999997,-57.361645599999996,ChIJA9_9egC1XZQR5o01cZMGeE8,https://maps.google.com/?cid=5726334156530879974&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:00:07.793Z
Finca El Gaucho,Itauguá,"Paso Pelota 031606, Paraguay",0983 851100,,4.6,68,-25.249402399999997,-57.2895974,ChIJKzqCqNC3XZQRSN7gEzicluQ,https://maps.google.com/?cid=16471524451819773512&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:00:07.894Z
Quinta ñanduti,Itauguá,"Ñanduti, Itauguá 110616, Paraguay",,,4.4,5,-25.401668800000003,-57.370317199999995,ChIJqyQp1aK1XZQR1ikq13EP1W4,https://maps.google.com/?cid=7986306495827028438&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:00:07.995Z
EL HALLO ROGA SAN BER,Itauguá,"San Bernardino 031608, Paraguay",0984 482111,,4.8,71,-25.307411899999998,-57.2613572,ChIJhzxBOivLXZQRsLQLz3Sv_Is,https://maps.google.com/?cid=10087130181627786416&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T16:00:09.919Z
Puerto Bar,Villa Elisa,"JC34+RJM, Paso Medin, Villa Elisa 111517, Paraguay",,,4.3,7,-25.395421499999998,-57.593439399999994,ChIJqz7aewCrXZQR6FYOvvK7zQg,https://maps.google.com/?cid=634369773774198504&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:00:11.159Z
Cabaña Vista al lago,San Antonio,"110408, Ypané 110408, Paraguay",0981 204288,,5,3,-25.4784252,-57.5380754,ChIJ1xa77IZTXJQRR650_gIn-ms,https://maps.google.com/?cid=7780574200048430663&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:00:20.380Z
Ibiza Motel,Caaguazú,"Ruta Principal, Entrada Melgarejo, Melgarejo 040702, Paraguay",0983 429646,,4.6,20,-25.7082001,-56.2403438,ChIJFc_7CWTVXpQRxP2Su4mhuPU,https://maps.google.com/?cid=17706079547936669124&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T16:00:22.932Z
Mare Nostrum,Caaguazú,"Acuna De Figueroa, Villarrica 040108, Paraguay",0986 966101,,4.8,32,-25.774144099999997,-56.4414695,ChIJky8kjl_NXpQRf_qNen6UlYw,https://maps.google.com/?cid=10130166207782713983&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:00:23.337Z
"""Cerrado - inabilitado""",Caaguazú,"Colón N° 1330 casi, Paraguarí 090101, Paraguay",0971 714250,https://sites.google.com/view/jasyhostel/inicio,4.6,57,-25.616446,-57.1507162,ChIJx510oUM9XJQRQuTyTpvc_Zg,https://maps.google.com/?cid=11024210022475424834&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:00:24.887Z
San Andrés,Coronel Oviedo,"Dr. Blas Garay, Cnel. Oviedo 050119, Paraguay",0521 202 443,,3.8,438,-25.4631878,-56.4489096,ChIJo83qphHpXpQRnsLErJhTpYI,https://maps.google.com/?cid=9414022511286600350&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:00:28.641Z
MOTEL ITALIA,Concepción,"Itacurubi, Concepción 010104, Paraguay",0984 903035,,3.9,48,-23.40666,-57.4221343,ChIJF-O2uXadZpQRAy1rHwmH2do,https://maps.google.com/?cid=15769784043466075395&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T16:00:33.268Z
Granja Isla del Sol,Villarrica,"4JH2+7RV, colo, Villarrica 040120, Paraguay",0975 335478,https://www.facebook.com/granjaisladelsol,4.2,22,-25.8717714,-56.397960999999995,ChIJFUmHfHkzWZQRSlIJbo1Geyc,https://maps.google.com/?cid=2844945162865037898&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:00:40.242Z
Camping Tacuara,Villarrica,"C. Rodolfo Fink, Melgarejo 040701, Paraguay",0981 737379,,4.5,1170,-25.722489,-56.2358857,ChIJ5f8cN7jVXpQRF_dNk7CluLM,https://maps.google.com/?cid=12950282906308048663&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T16:00:43.159Z
Resort Sport,Villarrica,"Norte Sur, Independencia 5350, Paraguay",0982 833086,,4.6,169,-25.7272009,-56.288089,ChIJx9ZdLnvVXpQRYzqfgVeKDrw,https://maps.google.com/?cid=13550920437245885027&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T16:00:43.361Z
Vista Alegre Natural Resort,Villarrica,"Edificio Independencia, Independencia 040713, Paraguay",0974 390390,http://www.vistaalegre.com.py/,4.7,708,-25.727175,-56.284791,ChIJ_3EpjA7UXpQRztppmks_hYY,https://maps.google.com/?cid=9693223366930586318&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:00:43.665Z
Lago Manantial,Villarrica,"Vista Alegre 040713, Paraguay",0986 526658,,4.2,13,-25.723884599999998,-56.2934645,ChIJlcyhu6nTXpQR4Dw7Il6veXw,https://maps.google.com/?cid=8969392951721147616&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T16:00:45.048Z
el Sabor de La Joya,Villarrica,"Mbocayaty 041105, Paraguay",0981 236210,http://www.lajoya.info/,4.8,43,-25.767840099999997,-56.296341999999996,ChIJDzgfRsjTXpQRBJG_kPAPT1o,https://maps.google.com/?cid=6507437512468697348&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T16:00:45.149Z
Villas Vista Alegre Natural Resort,Villarrica,"7PGF+XH, Vista Alegre 040713, Paraguay",,,4.6,21,-25.722487899999997,-56.2760737,ChIJw_hcGvrVXpQR5YH08qIGSqk,https://maps.google.com/?cid=12198569837616988645&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:00:46.440Z
Granja Ecológica Ara Poty,Itá,"Ruta 1 Km 32,5 - Itá Posta Gaona, Itá 110511, Paraguay",0984 152201,,4.4,146,-25.4772999,-57.4014068,ChIJX50cyDBNXJQR467NLCrtnt4,https://maps.google.com/?cid=16041519688136371939&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T16:00:49.443Z
"Karobé, San Bernardino/Paraguay.",Itá,"Zona km 45, San Bernardino 031608, Paraguay",0985 364435,,4.6,118,-25.332248,-57.2620624,ChIJzTM_ZL3LXZQRoLPDQTaQkcc,https://maps.google.com/?cid=14380433647876682656&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T16:00:49.746Z
La Casa del Cerro,Areguá,"San Bernardino 031602, Paraguay",0976 480698,http://www.lacasadelcerro.com.py/,3.8,36,-25.307740799999998,-57.302903199999996,ChIJee29U2O1XZQR6-1mL53p3bg,https://maps.google.com/?cid=13321060134146207211&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:00:54.952Z
Canarias San Ber,Ypacaraí,"Avenida del lago casi Guilllermo Naumann San Bernardino, San Bernardino 3290, Paraguay",0981 118690,,4.3,162,-25.3356709,-57.2774849,ChIJE40mkn7KXZQRot8v7MO0_1E,https://maps.google.com/?cid=5908639989707562914&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:01:02.017Z
Reset Glamping,Ypacaraí,"Ruta Caacupe - Atyra, Caacupé 030408, Paraguay",0982 787009,http://www.resetglamping.com/,4.3,78,-25.3201859,-57.1342344,ChIJTxKQ_uTNXZQR-CPohVUiHQc,https://maps.google.com/?cid=512603683304252408&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:01:04.211Z
Mbokaja Cabañas,Ypacaraí,"MPHM+PQ7, San Bernardino 031608, Paraguay",0981 661610,https://www.instagram.com/mbokajacabanas/,4.7,173,-25.320715,-57.265591,ChIJZz9y0G7KXZQRYX23R5kYBPM,https://maps.google.com/?cid=17511148297735601505&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:01:04.413Z
Estancia Aventura,Ypacaraí,"MW49+FW8, Ytu Guasu 030112, Paraguay",0981 441804,http://www.estancia-aventura.com/,4.6,103,-25.3438415,-57.0801665,ChIJJ7S7FkctXJQRh5MFKmrilfI,https://maps.google.com/?cid=17480126474307867527&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:01:04.513Z
Quinta EL CIELO,Ypacaraí,"Fraccion Libertad Ypakarai - Piryu, Ypacaraí 111707, Paraguay",0981 729775,,5,3,-25.423053499999998,-57.284080200000005,ChIJv9GYoklLXJQRvIabAnQTfDU,https://maps.google.com/?cid=3853976770103183036&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True,2026-01-29T16:01:06.012Z
Alpinas Kamba,Paraguarí,"Iturbe, Paraguarí 090103, Paraguay",0984 901823,,4.7,38,-25.6200965,-57.159003600000005,ChIJewX5rNo9XJQRv6ZrYBbrtYs,https://maps.google.com/?cid=10067211023396087487&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,2026-01-29T16:01:07.694Z
